source_row,record_date,voyage_id,recipient_username,revenue_florins,salary_florins,catch_summary
1999,2023-12-12,957,Salty_Mark,7650,6480,"10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x."
2000,2023-12-12,957,LorexBugi,13200,11475,"16 Mantis Shrimp at 1,25x, 16 Mantis Shrimp at 1,25x, 16 Mantis Shrimp at 1,25x."
2001,2023-12-12,957,JimmySTitanite,11794,10209,"17 Pistol Shrimp at 1,25x, 17 Pistol Shrimp at 1,25x, 17 Pistol Shrimp at 1,25x."
2002,2023-12-13,958,LorexBugi,24090,20871,"11 Giant Hermit Crab at 1,25x, 11 Giant Hermit Crab at 1,25x, 11 Giant Hermit Crab at 1,25x, 12 Mantis Shrimp at 1,25x, 12 Mantis Shrimp at 1,25x, 12 Mantis Shrimp at 1,25x."
2003,2023-12-13,958,JamesBond007F,23700,20520,"10 American Lobster at 1,25x, 10 American Lobster at 1,25x, 10 American Lobster at 1,25x, 14 Mantis Shrimp at 1,25x, 14 Mantis Shrimp at 1,25x, 14 Mantis Shrimp at 1,25x."
2004,2023-12-13,959,Salty_Mark,16440,13986,"8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 8 Giant Hermit Crab at 1,25x, 8 Giant Hermit Crab at 1,25x, 8 Giant Hermit Crab at 1,25x."
2005,2023-12-13,959,jamjam223big,28605,24935,"12 American Lobster at 1,25x, 12 American Lobster at 1,25x, 12 American Lobster at 1,25x, 17 Mantis Shrimp at 1,25x, 17 Mantis Shrimp at 1,25x, 17 Mantis Shrimp at 1,25x."
2006,2023-12-14,960,vuisthaaktwan,25984,22575,"17 Pistol Shrimp at 1,25x, 17 Pistol Shrimp at 1,25x, 17 Pistol Shrimp at 1,25x, 11 Giant Hermit Crab at 1,25x, 11 Giant Hermit Crab at 1,25x, 11 Giant Hermit Crab at 1,25x."
2007,2023-12-14,960,JamesBond007F,27330,23787,"14 American Lobster at 1,25x, 14 American Lobster at 1,25x, 14 American Lobster at 1,25x, 8 Giant Hermit Crab at 1,25x, 8 Giant Hermit Crab at 1,25x, 8 Giant Hermit Crab at 1,25x."
2008,2023-12-14,961,LorexBugi,8415,7169,"11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x."
2009,2023-12-14,961,piper221,17010,14904,"14 American Lobster at 1,25x, 14 American Lobster at 1,25x, 14 American Lobster at 1,25x."
2010,2023-12-14,961,yeatlyrics,7650,6480,"10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x."
2011,2023-12-14,961,lukas06yt,10406,8961,"15 Pistol Shrimp at 1,25x, 15 Pistol Shrimp at 1,25x, 15 Pistol Shrimp at 1,25x."
2012,2023-12-14,962,TimIsNub,9180,7857,"12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x."
2013,2023-12-14,962,iliasiliasiliasbah,10725,9248,"13 Mantis Shrimp at 1,25x, 13 Mantis Shrimp at 1,25x, 13 Mantis Shrimp at 1,25x."
2014,2023-12-14,962,silverWolfDiscoX,6885,5792,"9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x."
2015,2023-12-14,962,LorexBugi,14190,12366,"11 Giant Hermit Crab at 1,25x, 11 Giant Hermit Crab at 1,25x, 11 Giant Hermit Crab at 1,25x."
2016,2023-12-15,963,eprstbebra,19008,16297,"12 Common Blue Crab at 1x, 12 Common Blue Crab at 1x, 12 Common Blue Crab at 1x, 12 American Lobster at 1x, 12 American Lobster at 1x, 12 American Lobster at 1x."
2017,2023-12-15,963,AlexKOT78,14652,12377,"12 Mantis Shrimp at 1x, 12 Mantis Shrimp at 1x, 12 Mantis Shrimp at 1x, 11 Common Blue Crab at 1x, 11 Common Blue Crab at 1x, 11 Common Blue Crab at 1x."
2018,2023-12-15,964,vuisthaaktwan,21264,18328,"16 Pistol Shrimp at 1x, 16 Pistol Shrimp at 1x, 16 Pistol Shrimp at 1x, 12 Giant Hermit Crab at 1x, 12 Giant Hermit Crab at 1x, 12 Giant Hermit Crab at 1x."
2019,2023-12-15,964,JamesBond007F,14004,11794,"12 Pistol Shrimp at 1x, 12 Pistol Shrimp at 1x, 12 Pistol Shrimp at 1x, 12 Common Blue Crab at 1x, 12 Common Blue Crab at 1x, 12 Common Blue Crab at 1x."
2020,2023-12-15,965,vuisthaaktwan,20565,17699,"10 American Lobster at 1,25x, 10 American Lobster at 1,25x, 10 American Lobster at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x."
2021,2023-12-15,965,JamesBond007F,18735,16052,"11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 8 Giant Hermit Crab at 1,25x, 8 Giant Hermit Crab at 1,25x, 8 Giant Hermit Crab at 1,25x."
2022,2023-12-15,966,frizzer_HCW,20790,17901,"9 Giant Hermit Crab at 1,25x, 9 Giant Hermit Crab at 1,25x, 9 Giant Hermit Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x."
2023,2023-12-15,966,JamesBond007F,24030,20817,"18 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x."
2024,2023-12-15,967,Salty_Mark,21840,18846,"10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 11 Giant Hermit Crab at 1,25x, 11 Giant Hermit Crab at 1,25x, 11 Giant Hermit Crab at 1,25x."
2025,2023-12-15,967,DAHWIDHAWIDAWYD,16065,13649,"9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x."
2026,2023-12-16,969,vuisthaaktwan,21694,18714,"12 Mantis Shrimp at 1,25x, 12 Mantis Shrimp at 1,25x, 12 Mantis Shrimp at 1,25x, 17 Pistol Shrimp at 1,25x, 17 Pistol Shrimp at 1,25x, 17 Pistol Shrimp at 1,25x."
2027,2023-12-16,969,JamesBond007F,29835,26042,"15 American Lobster at 1,25x, 15 American Lobster at 1,25x, 15 American Lobster at 1,25x, 9 Giant Hermit Crab at 1,25x, 9 Giant Hermit Crab at 1,25x, 9 Giant Hermit Crab at 1,25x."
2028,2023-12-16,970,iliasiliasiliasbah,11225,9563,"10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 13 Mantis Shrimp at 1,25x."
2029,2023-12-16,970,vuisthaaktwan,11990,10251,"11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 13 Mantis Shrimp at 1,25x."
2030,2023-12-16,970,JamesBond007F,13288,11419,"14 Pistol Shrimp at 1,25x, 14 Pistol Shrimp at 1,25x, 14 Pistol Shrimp at 1,25x, 13 Mantis Shrimp at 1,25x."
2031,2023-12-17,971,DeathNarutoNote,21315,18374,"10 Giant Hermit Crab at 1,25x, 10 Giant Hermit Crab at 1,25x, 10 Giant Hermit Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x."
2032,2023-12-17,971,vipbroHD,24660,21384,"12 Giant Hermit Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x."
2033,2023-12-17,972,frizzer_HCW,9945,8411,"10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x."
2034,2023-12-17,972,vuisthaaktwan,13395,11516,"16 Pistol Shrimp at 1,25x, 16 Pistol Shrimp at 1,25x, 16 Pistol Shrimp at 1,25x, 9 Common Blue Crab at 1,25x."
2035,2023-12-17,972,JamesBond007F,13905,11975,"9 Giant Hermit Crab at 1,25x, 9 Giant Hermit Crab at 1,25x, 9 Giant Hermit Crab at 1,25x, 9 Common Blue Crab at 1,25x."
2036,2023-12-17,973,frizzer_HCW,27968,24361,"12 Giant Hermit Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 18 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x."
2037,2023-12-17,973,JamesBond007F,16065,13649,"11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x."
2038,2023-12-20,974,vuisthaaktwan,23895,20696,"14 American Lobster at 1,25x, 14 American Lobster at 1,25x, 14 American Lobster at 1,25x, 9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x."
2039,2023-12-20,974,lukas06yt,15300,12960,"9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x."
2040,2023-12-20,975,SShaded,7650,6480,"10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x."
2041,2023-12-20,975,vuisthaaktwan,10725,9248,"13 Mantis Shrimp at 1,25x, 13 Mantis Shrimp at 1,25x, 13 Mantis Shrimp at 1,25x."
2042,2023-12-20,975,bIuvye,6885,5792,"9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x."
2043,2023-12-20,975,yeatlyrics,15795,13811,"13 American Lobster at 1,25x, 13 American Lobster at 1,25x, 13 American Lobster at 1,25x."
2044,2023-12-20,976,SShaded,7650,6480,"10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x."
2045,2023-12-20,976,vuisthaaktwan,6120,5103,"8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x."
2046,2023-12-20,976,bIuvye,10406,8961,"15 Pistol Shrimp at 1,25x, 15 Pistol Shrimp at 1,25x, 15 Pistol Shrimp at 1,25x."
2047,2023-12-20,976,yeatlyrics,6120,5103,"8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x."
2048,2023-12-20,977,frizzer_HCW,13200,11475,"16 Mantis Shrimp at 1,25x, 16 Mantis Shrimp at 1,25x, 16 Mantis Shrimp at 1,25x."
2049,2023-12-20,977,vuisthaaktwan,11610,10044,"9 Giant Hermit Crab at 1,25x, 9 Giant Hermit Crab at 1,25x, 9 Giant Hermit Crab at 1,25x."
2050,2023-12-20,977,iliasiliasiliasbah,15480,13527,"12 Giant Hermit Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 12 Giant Hermit Crab at 1,25x."
2051,2023-12-20,977,lukas06yt,6120,5103,"8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x."
2052,2023-12-20,979,Jxay015,13335,11192,"10 Common Blue Crab at 1x, 10 Common Blue Crab at 1x, 10 Common Blue Crab at 1x, 13 Pistol Shrimp at 1x, 13 Pistol Shrimp at 1x, 13 Pistol Shrimp at 1x."
2053,2023-12-20,979,JamesBond007F,17664,15088,"12 Common Blue Crab at 1x, 12 Common Blue Crab at 1x, 12 Common Blue Crab at 1x, 10 Giant Hermit Crab at 1x, 10 Giant Hermit Crab at 1x, 10 Giant Hermit Crab at 1x."
2054,2023-12-21,980,Salty_Mark,13500,11610,"13 Mantis Shrimp at 1,25x, 13 Mantis Shrimp at 1,25x, 13 Mantis Shrimp at 1,25x, 12 Pistol Shrimp at 1,25x."
2055,2023-12-21,980,enxate,15263,13196,"18 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x, 12 Pistol Shrimp at 1,25x."
2056,2023-12-21,980,vuisthaaktwan,9660,8154,"9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 12 Pistol Shrimp at 1,25x."
2057,2023-12-21,981,TrainedJetPilot,27338,23794,"18 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x."
2058,2023-12-21,981,SShaded,21600,18630,"8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 12 Giant Hermit Crab at 1,25x."
2059,2023-12-22,982,JamesBond007F,20550,17685,"10 Giant Hermit Crab at 1,25x, 10 Giant Hermit Crab at 1,25x, 10 Giant Hermit Crab at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x."
2060,2023-12-22,982,vuisthaaktwan,6885,5792,"9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x."
2061,2023-12-22,983,simonmutsaers,18100,15750,"16 Mantis Shrimp at 1x, 15 American Lobster at 1x, 15 American Lobster at 1x, 15 American Lobster at 1x."
2062,2023-12-22,983,vuisthaaktwan,12220,10458,"16 Mantis Shrimp at 1x, 16 Mantis Shrimp at 1x, 14 Pistol Shrimp at 1x, 14 Pistol Shrimp at 1x."
2063,2023-12-22,983,silverWolfDiscoX,12580,10782,"14 Pistol Shrimp at 1x, 18 Pistol Shrimp at 1x, 18 Pistol Shrimp at 1x, 18 Pistol Shrimp at 1x."
2064,2023-12-22,984,King_Levi05,26190,22761,"12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 14 American Lobster at 1,25x, 14 American Lobster at 1,25x, 14 American Lobster at 1,25x."
2065,2023-12-22,984,lukas06yt,16065,13649,"12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x."
2066,2023-12-22,985,Salty_Mark,13650,11745,"16 Pistol Shrimp at 1,25x, 16 Pistol Shrimp at 1,25x, 16 Pistol Shrimp at 1,25x, 10 Common Blue Crab at 1,25x."
2067,2023-12-22,985,Frizoned,14700,12690,"10 American Lobster at 1,25x, 10 American Lobster at 1,25x, 10 American Lobster at 1,25x, 10 Common Blue Crab at 1,25x."
2068,2023-12-22,985,vuisthaaktwan,10200,8640,"10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x."
2069,2023-12-22,986,Salty_Mark,18090,15741,"13 American Lobster at 1,25x, 13 American Lobster at 1,25x, 13 American Lobster at 1,25x, 9 Common Blue Crab at 1,25x."
2070,2023-12-22,986,Frizoned,14089,12140,"17 Pistol Shrimp at 1,25x, 17 Pistol Shrimp at 1,25x, 17 Pistol Shrimp at 1,25x, 9 Common Blue Crab at 1,25x."
2071,2023-12-22,986,vuisthaaktwan,9180,7722,"9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x."
2072,2023-12-22,987,joppiesaus_nl,22780,19692,"8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 18 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x, 14 Mantis Shrimp at 1,25x."
2073,2023-12-22,987,frizzer_HCW,27710,24129,"14 Mantis Shrimp at 1,25x, 14 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x, 12 Giant Hermit Crab at 1,25x."
2074,2023-12-22,987,iliasiliasiliasbah,20775,17888,"8 Common Blue Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x."
2075,2023-12-22,989,joppiesaus_nl,25575,22208,"13 Mantis Shrimp at 1,25x, 13 Mantis Shrimp at 1,25x, 13 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x."
2076,2023-12-22,989,SupremeBigBrother,29160,25434,"12 American Lobster at 1,25x, 12 American Lobster at 1,25x, 12 American Lobster at 1,25x, 12 American Lobster at 1,25x, 12 American Lobster at 1,25x, 12 American Lobster at 1,25x."
2077,2023-12-22,988,frizzer_HCW,22561,19495,"11 Common Blue Crab at 1,25x, 15 Pistol Shrimp at 1,25x, 15 Pistol Shrimp at 1,25x, 15 Pistol Shrimp at 1,25x, 17 Mantis Shrimp at 1,25x, 17 Mantis Shrimp at 1,25x."
2078,2023-12-22,988,iliasiliasiliasbah,18490,15831,"16 Pistol Shrimp at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x."
2079,2023-12-22,988,Salty_Mark,26265,22829,"16 Pistol Shrimp at 1,25x, 16 Pistol Shrimp at 1,25x, 11 Giant Hermit Crab at 1,25x, 11 Giant Hermit Crab at 1,25x, 11 Giant Hermit Crab at 1,25x, 17 Mantis Shrimp at 1,25x."
2080,2023-12-25,990,joppiesaus_nl,33894,28885,"12 American Lobster at 1x, 12 American Lobster at 1x, 12 American Lobster at 1x, 12 Common Blue Crab at 1x, 12 Common Blue Crab at 1x, 12 Common Blue Crab at 1x, 8 Common Blue Crab at 1x, 8 Common Blue Crab at 1x, 8 Common Blue Crab at 1x, 18 Pistol Shrimp at 1x, 18 Pistol Shrimp at 1x, 18 Pistol Shrimp at 1x."
2081,2023-12-25,991,LorexBugi,21624,18652,"14 Mantis Shrimp at 1x, 14 Mantis Shrimp at 1x, 14 Mantis Shrimp at 1x, 12 Giant Hermit Crab at 1x, 12 Giant Hermit Crab at 1x, 12 Giant Hermit Crab at 1x."
2082,2023-12-25,991,Salty_Mark,17784,15196,"10 Common Blue Crab at 1x, 10 Common Blue Crab at 1x, 10 Common Blue Crab at 1x, 12 American Lobster at 1x, 12 American Lobster at 1x, 12 American Lobster at 1x."
2083,2023-12-26,992,boosta_z,6885,5792,"9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x."
2084,2023-12-26,992,FIBOPENUP_NOW,9019,7712,"13 Pistol Shrimp at 1,25x, 13 Pistol Shrimp at 1,25x, 13 Pistol Shrimp at 1,25x."
2085,2023-12-26,992,Finmikke1,9180,7857,"12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x."
2086,2023-12-26,992,LorexBugi,6885,5792,"9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x."
2087,2023-12-26,994,Techtonic532,20475,17618,"10 American Lobster at 1,25x, 10 American Lobster at 1,25x, 10 American Lobster at 1,25x, 12 Pistol Shrimp at 1,25x, 12 Pistol Shrimp at 1,25x, 12 Pistol Shrimp at 1,25x."
2088,2023-12-26,994,nineteen9991,15795,13811,"13 American Lobster at 1,25x, 13 American Lobster at 1,25x, 13 American Lobster at 1,25x."
2089,2023-12-26,994,lukas06yt,10406,8961,"15 Pistol Shrimp at 1,25x, 15 Pistol Shrimp at 1,25x, 15 Pistol Shrimp at 1,25x."
2090,2023-12-28,995,jamjam223big,25350,22005,"16 Mantis Shrimp at 1,25x, 16 Mantis Shrimp at 1,25x, 16 Mantis Shrimp at 1,25x, 10 American Lobster at 1,25x, 10 American Lobster at 1,25x, 10 American Lobster at 1,25x."
2091,2023-12-28,995,Salty_Mark,25740,22356,"11 Giant Hermit Crab at 1,25x, 11 Giant Hermit Crab at 1,25x, 11 Giant Hermit Crab at 1,25x, 14 Mantis Shrimp at 1,25x, 14 Mantis Shrimp at 1,25x, 14 Mantis Shrimp at 1,25x."
2092,2023-12-28,996,jamjam223big,28695,25016,"10 Giant Hermit Crab at 1,25x, 10 Giant Hermit Crab at 1,25x, 10 Giant Hermit Crab at 1,25x, 13 American Lobster at 1,25x, 13 American Lobster at 1,25x, 13 American Lobster at 1,25x."
2093,2023-12-28,996,Salty_Mark,22515,19454,"11 Giant Hermit Crab at 1,25x, 11 Giant Hermit Crab at 1,25x, 11 Giant Hermit Crab at 1,25x, 12 Pistol Shrimp at 1,25x, 12 Pistol Shrimp at 1,25x, 12 Pistol Shrimp at 1,25x."
2094,2023-12-29,997,Hi_Champion,15300,12960,"8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x."
2095,2023-12-29,997,lukas06yt,23895,20696,"12 Giant Hermit Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x."
2096,2023-12-29,998,peterrdefries12,20730,17847,"12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 14 Mantis Shrimp at 1,25x, 14 Mantis Shrimp at 1,25x, 14 Mantis Shrimp at 1,25x."
2097,2023-12-29,998,lukas06yt,24030,20817,"12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 18 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x."
2098,2023-12-29,999,Frietje17,22545,19481,"12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 11 American Lobster at 1,25x, 11 American Lobster at 1,25x, 11 American Lobster at 1,25x."
2099,2023-12-29,999,enxate,22380,19332,"12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 16 Mantis Shrimp at 1,25x, 16 Mantis Shrimp at 1,25x, 16 Mantis Shrimp at 1,25x."
2100,2023-12-29,1000,iliasiliasiliasbah,7650,6480,"10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x."
2101,2023-12-29,1000,frizzer_HCW,10320,8883,"8 Giant Hermit Crab at 1,25x, 8 Giant Hermit Crab at 1,25x, 8 Giant Hermit Crab at 1,25x."
2102,2023-12-29,1000,vuisthaaktwan,10320,8883,"8 Giant Hermit Crab at 1,25x, 8 Giant Hermit Crab at 1,25x, 8 Giant Hermit Crab at 1,25x."
2103,2023-12-29,1000,King_Levi05,6120,5103,"8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x."
2104,2023-12-29,1001,Frietje17,23276,20139,"12 Giant Hermit Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 17 Pistol Shrimp at 1,25x, 10 Common Blue Crab at 1,25x, 14 Pistol Shrimp at 1,25x, 14 Pistol Shrimp at 1,25x."
2105,2023-12-29,1001,lizoook_Kr,21360,18414,"12 Giant Hermit Crab at 1,25x, 17 Pistol Shrimp at 1,25x, 17 Pistol Shrimp at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 14 Pistol Shrimp at 1,25x."
2106,2023-12-29,1002,JimmySTitanite,20730,17847,"12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 14 Mantis Shrimp at 1,25x, 14 Mantis Shrimp at 1,25x, 14 Mantis Shrimp at 1,25x."
2107,2023-12-29,1002,Salty_Mark,28050,24435,"18 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x, 16 Mantis Shrimp at 1,25x, 16 Mantis Shrimp at 1,25x, 16 Mantis Shrimp at 1,25x."
2108,2023-12-29,1003,JimmySTitanite,18056,15441,"10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 15 Pistol Shrimp at 1,25x, 15 Pistol Shrimp at 1,25x, 15 Pistol Shrimp at 1,25x."
2109,2023-12-29,1003,Salty_Mark,15300,12960,"9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x."
2110,2023-12-29,1004,JimmySTitanite,20903,18002,"18 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x."
2111,2023-12-29,1004,Salty_Mark,22440,19386,"17 Mantis Shrimp at 1,25x, 17 Mantis Shrimp at 1,25x, 17 Mantis Shrimp at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x."
2112,2023-12-30,1005,0shazoo0,12900,11205,"10 Giant Hermit Crab at 1,25x, 10 Giant Hermit Crab at 1,25x, 10 Giant Hermit Crab at 1,25x."
2113,2023-12-30,1005,iliasiliasiliasbah,12488,10834,"18 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x."
2114,2023-12-30,1005,Salty_Mark,9180,7857,"12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x."
2115,2023-12-30,1005,vuisthaaktwan,11610,10044,"9 Giant Hermit Crab at 1,25x, 9 Giant Hermit Crab at 1,25x, 9 Giant Hermit Crab at 1,25x."
2116,2023-12-31,1006,TheLonelyCanuck,23260,20124,"12 Giant Hermit Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 16 Pistol Shrimp at 1,25x, 8 Common Blue Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 8 Common Blue Crab at 1,25x."
2117,2023-12-31,1006,yeatlyrics,14040,12096,"12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 American Lobster at 1,25x."
2118,2023-12-31,1006,enxate,13800,11880,"12 American Lobster at 1,25x, 12 American Lobster at 1,25x, 8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x."
2119,2023-12-31,1006,nineteen9991,11480,9792,"8 Common Blue Crab at 1,25x, 16 Pistol Shrimp at 1,25x, 16 Pistol Shrimp at 1,25x, 8 Common Blue Crab at 1,25x."
2120,2023-12-31,1007,TheLonelyCanuck,18563,16166,"15 American Lobster at 1,25x, 18 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x."
2121,2023-12-31,1007,enxate,13125,11273,"11 Common Blue Crab at 1,25x, 8 Giant Hermit Crab at 1,25x, 8 Giant Hermit Crab at 1,25x, 8 Giant Hermit Crab at 1,25x."
